,text
181,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
182,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
183,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
184,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
185,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
186,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
187,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
188,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
189,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
190,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
191,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
192,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
193,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
194,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
195,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
196,@sa_vadorr الحمدلله انج اعترفتي انها فتره صعبه وبتصير اصعب .. شغل ومكده وصرف وفوق هذا ترجعين غرفتج لا احد يستقبلج ووقت التعب محد يطبطب عليج .. بتشتغلين شغل الريال والمره .. وبتعرفين شقد المره مهانه عندهم ومعززه عندنا👌🏻 بس مب الحين ..
197,@sa_vadorr @sankrant You look like an angel..
198,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
199,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
200,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
201,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
202,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
203,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
204,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
205,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
206,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
207,"@sa_vadorr @amandaknox Precisely what religion has you cover up like this? And why (their reasoning behind it).  Not being an ass, I really want to know, I'm ignorant when it comes to ""this"" ""these"" religions.  Sorry I really don't mean to offend, just learn."
208,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
209,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
210,@sa_vadorr Just remembered I need to get to the gym
211,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
212,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
213,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
214,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
215,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
216,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
217,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
218,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
219,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
220,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
221,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
222,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
223,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
224,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
225,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
226,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
227,RT @sa_vadorr: كل يوم اتأكد اكثر ان النساء للنساء، التقيت بكذا امرأة هنا، وكل ما وحده شاركت معاناتها اجتمعنا على بعض، وضمينا بعض، وسمعنا لب…
228,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
229,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
230,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
231,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
232,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
233,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
234,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
235,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
236,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
237,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
238,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
239,"RT @sa_vadorr: I spent years and years covered up, and felt disconnected from who I am as a person, it was the ultimate symbol of repressio…"
240,"@sa_vadorr Those who are attacking on her that she stopped wearing Fckin #Hijab..I mean being girl is crime ?
Muslim women have been become machinery of borning children and many do not like it but they don’t have other choice.
This is not easy!
U need courage to do this #FreeFromHijab"
241,"@sa_vadorr @Zackula2 some might feel good in hijab and niqab. But some also don't. Both are right
And both of these two types of women are equal in value and can do anything the other one can given the opportunity."
242,"@sa_vadorr you are being inspiration for many women from all over the world.

Many women are facing this problem that they can not break thei barrier bcoz of fckin orthodox society.

#FreeFromHijab"
